performance_id,company_id,date,revenue,profit,eps
708776,6332,20-01-2024,6665.41,2951.4,21.62
176485,4717,27-10-2023,39114.74,-909.93,46.47
721103,2937,24-01-2023,28336,14097.47,43.93
407123,7036,14-04-2023,46875.9,9585.96,5.6
155908,9248,29-08-2022,23075.94,714.43,25.75
706260,1954,15-04-2024,11978.16,3951.12,45.11
506781,4798,26-06-2023,13524.73,2013.06,9.54
563989,1767,27-06-2024,2730.29,-2893.33,17.57
715873,5511,14-06-2022,26329.25,4781.98,28.94
952517,8036,21-07-2024,16227.74,7121.68,15.61
506866,8460,04-02-2022,1852.91,7207.55,24.48
603471,8817,06-08-2024,40577.69,12332.27,13.19
491389,3144,12-05-2022,41785.87,8977.55,5.19
700572,9235,25-01-2023,8873.71,5744.94,20.22
482537,2857,11-10-2022,17578.78,-4306.45,48.09
216444,9128,22-08-2022,26118.25,14213.88,3.25
614598,1173,16-02-2024,29657.54,-334.28,33
291728,8357,22-03-2023,15281.81,6997.7,33.07
757594,7501,18-08-2024,40603.59,14873.05,46.63
178408,2984,03-06-2024,8284.15,-281.91,31.81
228914,8469,31-12-2023,28284.42,12952.69,33.54
114748,8740,29-06-2023,34024.16,6423.09,6.53
130522,6691,23-05-2024,6312.02,7858.35,26.68
598890,6016,21-02-2024,49257.26,-3744.62,-2.12
173141,1537,22-02-2022,2076.67,-2018.75,4.52
421646,6205,17-01-2024,20772.5,13844.61,34.79
549144,1063,30-06-2023,11162.1,10442.16,24.87
627115,4261,05-08-2022,14949.78,12861.49,-1.62
773061,9596,21-12-2023,21277.04,10190.25,12.77
655652,5319,24-02-2022,12967.01,3469.52,15.8
487225,8925,13-05-2022,12786.81,650.33,48.75
843734,4676,10-09-2023,2257.49,5594.77,5.83
428339,9197,15-04-2023,29557.84,-760.59,22.65
720765,9023,29-02-2024,45208.65,13904.77,34.83
115920,7415,03-10-2021,5163.64,11917.41,22.13
343642,9128,11-10-2022,23652.94,4433.41,2.05
508656,9442,20-10-2023,28919.54,8711.11,-2.55
616498,8817,29-12-2023,876.21,14235.55,47.68
489532,2688,04-02-2022,35455.25,3462.07,30.49
911304,2745,13-06-2024,47958.25,458.15,17.69
822335,3791,08-10-2023,4999.02,14801.22,42.03
311826,5019,27-06-2024,6087.81,2944.36,21.25
364558,1386,01-08-2024,38632.97,3218.57,47.68
548256,2089,30-12-2022,4565.58,10944.67,41.07
495056,6280,17-09-2023,29854.24,14332.54,-0.55
404342,8469,09-04-2022,1563.82,12281.11,38.32
921626,4663,11-09-2023,42280.8,153.04,7.34
449911,1386,29-04-2023,43979.68,14746.06,25.12
711347,9116,28-08-2023,5366.14,-2426.31,6.55
843224,4261,08-10-2022,14877.68,11969.91,-1.3
543940,4227,08-07-2022,42177.52,11216.69,39.59
899565,5882,10-02-2024,17880.1,14855.1,17.53
854227,6563,17-01-2023,48031.38,5257.43,35.47
243413,1165,26-04-2023,35799.12,649.6,-3.85
182720,3714,21-03-2023,38296.63,-4879.92,25.15
264680,8773,13-12-2021,37481.8,14019.92,17.99
594619,7014,21-08-2023,5614.47,2792.51,28.57
332689,7028,05-04-2024,2036.12,-1407.87,13.73
477605,3776,03-04-2023,23166.64,-1633.76,15.18
665201,4363,14-11-2023,17978.9,1120.5,27.28
899794,4177,01-05-2022,11421.13,8046.06,35.59
952033,7439,07-07-2024,17020.69,-3802.31,23.53
680178,7303,04-11-2021,20829.59,14187.62,15.85
906310,8357,23-09-2022,3120.79,2680.12,49.69
537375,5749,23-03-2023,16954.57,13.64,35.42
577712,4539,28-10-2023,27538.88,1555.85,40.63
347861,1208,28-11-2023,46902.84,2673.77,27.33
120788,7330,17-06-2022,49988.91,-3151.1,33.01
904988,7403,24-05-2022,25025.91,14367.58,25.68
230218,5894,23-01-2023,22295.72,13455.06,13.75
474033,1750,24-08-2024,29862.57,12582.2,7.37
748816,8740,10-10-2021,37173.16,-1570.53,9.58
505907,7470,05-04-2024,22278.12,6754.63,23.61
544795,2672,25-04-2024,29158.72,9376.64,44.22
207753,6476,09-04-2024,27532.12,13130.91,2.19
806004,6284,28-04-2022,13977.16,14831.69,31.42
551721,5894,12-03-2022,46272.32,12219.96,23.35
780764,8425,26-11-2021,5158.66,165.97,26.27
947606,8130,23-03-2022,29707,6763.21,4.24
207111,2408,01-05-2022,20445.68,12953.35,2.09
490403,7072,21-09-2023,42414.13,12962.2,43.39
190534,5478,22-11-2023,7238.81,7929.38,30.05
276038,6452,20-05-2022,4986.36,11465.6,9.34
259099,9055,06-12-2021,6382.75,2700.55,11.37
955230,4539,21-06-2023,2652.67,12639.42,34.59
485134,1448,06-03-2022,8328.86,10646.38,-2.99
990218,6917,02-06-2022,18315.22,4327.8,35.29
358055,9538,05-05-2024,42430.09,-1990.64,34.75
402787,9327,04-10-2021,27812.04,616.77,49.77
558467,7786,03-11-2022,8075.58,11767.3,40.35
843806,4735,16-01-2023,37269.63,1637.66,43.32
961895,4245,09-07-2023,6365.02,13384.68,13
431427,2579,22-08-2024,42802.05,910.05,7.94
154767,2085,17-01-2024,21685.89,-1572.97,41.03
958161,8267,05-12-2022,44933.21,-2112.84,0.12
214461,5575,07-04-2022,37708.28,-3369.26,10.41
775133,2089,19-09-2024,31194.77,14311.06,45.6
564847,6324,10-11-2021,20479.23,-2254.29,35.22
669883,7011,18-03-2023,48787.1,6105.12,6.13
599508,5171,19-10-2022,17444.56,7753.97,5.54
134154,1520,07-09-2024,40538.79,-4543.9,14.18
309189,3721,07-04-2022,28305.21,-2021.49,38.84
478132,2579,25-09-2023,8332.89,5411.83,32.28
367053,4597,07-10-2022,44123.29,9551.87,15.6
403701,3072,07-09-2024,37012.91,4660.56,34.91
221750,5986,21-05-2024,6191.9,-2453.44,47.36
656924,7028,06-07-2022,8023.01,7551.44,13.97
675332,7901,30-04-2023,30289.78,2685.66,17.86
198457,8267,06-08-2024,28151.29,9369.44,45.5
247735,9943,14-05-2022,16671.51,8872.74,22.1
456063,7330,27-01-2023,42326.75,12509.49,29.39
244488,7152,29-04-2022,29562.99,-4330.57,-1.23
133804,4465,13-04-2024,6159.12,11799.25,20.78
871081,5882,13-10-2021,44507.58,2803.63,24.94
868225,6332,23-03-2024,40794.03,-1991.22,30.24
825418,2215,29-06-2023,16873.73,-1260.06,27
410950,5171,14-05-2023,30511.95,-4268.71,-3.95
774530,9225,13-01-2022,4245.37,6002.83,44.53
446629,2556,10-12-2023,8738.34,11733.48,49.91
502001,9082,06-02-2023,20191.17,11857.33,36.22
225301,5525,23-02-2024,25403.16,10559.95,-1.39
399789,6149,06-09-2024,42039.19,13396.63,1.17
177053,9317,08-06-2022,16851.84,11094.19,5.37
359756,6319,20-03-2023,22302.48,8019.23,27.08
955729,6917,13-09-2024,1353.34,10271.18,49.96
795229,7152,04-11-2021,44591.46,492.06,43.72
312534,2857,29-10-2023,46788.67,14275.23,49.99
391589,1553,28-01-2022,27294.92,4649.21,27.56
495734,9010,16-02-2022,47677.36,1064.28,13.89
604070,4574,13-07-2024,2399.59,12685.54,20.59
544668,5386,08-04-2022,9620.49,1147.79,36.03
916960,2450,17-12-2023,4572.03,11996.95,44.36
295083,2426,05-07-2024,3068.03,291.34,30.55
982486,7225,02-12-2023,26142.02,10367.37,-0.99
385375,2217,08-02-2023,9661.91,-2828.15,7.58
332979,8953,31-01-2024,5489.9,4272.65,36.53
718313,5988,23-03-2022,10237.59,-3142.57,9.52
644916,4689,19-04-2023,7482.68,-2888.6,37.59
512558,1008,09-01-2022,18420.45,5166.07,-4.67
981099,4798,17-07-2023,25791.14,14211.89,20.37
846212,6735,24-10-2023,12037.35,3929.35,26.11
605527,6324,21-08-2024,3366.07,-2931.6,34.84
264822,4346,03-02-2022,12686.04,8651.33,41.57
404618,2230,11-10-2023,21576.43,14023.4,-2.3
420356,3267,25-01-2024,25181.6,8129.62,24.5
493527,8968,22-08-2024,39369.63,1269.51,45.24
396440,2215,22-10-2023,38427.49,3844.52,33.86
288257,5385,05-02-2024,46074.86,714.97,13.38
606899,6332,22-03-2024,913.43,313.42,47.21
225083,6150,15-11-2023,30719.05,-1970.54,17.56
685644,5288,03-09-2024,1332.69,11448.88,46.66
135154,7810,03-04-2024,48080.34,-475.93,44.01
616484,1496,25-06-2024,30873.4,12939.73,35.18
832381,5525,03-12-2021,6680.99,4092.53,0.6
244178,9915,25-02-2024,29165.64,12997.22,39.9
668361,2692,23-06-2022,749.55,9666.71,26.61
536655,2074,29-12-2021,17818.91,7346.19,5.39
928830,6150,10-03-2024,39420.29,-1783.63,37.23
643854,7008,14-02-2024,12788.8,12260.83,14.18
435207,1977,28-07-2023,3233.78,7415.39,31.6
731198,2672,03-02-2023,27593.2,576.88,19.49
778376,4676,25-08-2022,1106.68,10550.88,25.99
454904,8800,15-10-2021,25675.31,2809.99,22.91
649253,7330,21-11-2022,2359.83,1243.64,4.74
621433,5240,13-04-2024,30800.3,8850.03,28.29
115791,7120,19-07-2023,37080.52,-1311.77,44.52
897204,1807,07-12-2023,25792.01,14889.03,10.54
704499,9951,23-03-2024,1499.67,-4098.94,0.04
931241,4227,23-07-2024,22505.3,8460.14,7.4
470870,1176,11-07-2023,11038.34,10540.44,29.47
653738,9596,08-12-2023,23342.99,1452.63,0.96
376581,2426,27-12-2023,35830.07,8919.69,49.36
528606,4241,23-10-2021,1070.5,7164.13,-3.24
771230,9197,26-01-2023,35554.01,8019.74,22.34
999725,8740,24-04-2022,44181.56,9706.41,10.51
143901,1504,04-01-2022,48148.49,9365.89,41.9
241023,2288,20-07-2024,40624.66,13676.9,20.5
848001,7120,04-10-2021,15154.17,430.16,0.6
193649,1286,30-05-2023,14442.57,1860.69,43.43
983834,2693,19-03-2024,49017.41,14294.49,31.64
184630,1250,25-06-2023,504.36,2556.39,19.36
343002,7415,02-05-2022,42050.61,12139.48,45.36
341963,4363,22-04-2022,8630.31,14610.52,39.85
793023,7095,02-08-2023,28494.32,-294.85,35.67
111770,7072,10-01-2023,49627.42,7789.99,16.28
568358,4091,23-11-2021,8893.24,8859.11,2.24
834772,7290,16-12-2022,1621.01,-1825.72,27.11
750863,6880,10-04-2024,20195.98,5541.3,8.92
236861,4896,15-02-2023,41087.26,1883.3,39.03
311413,2192,02-07-2023,20951.35,13987.81,17.07
169247,4539,16-05-2024,20853.19,13311.71,33.6
771042,2426,06-09-2023,40080.73,1963.56,12.82
121885,6685,05-07-2024,537.6,1166.51,9.58
859948,9694,19-07-2022,19999.72,-890.29,33.21
856458,3022,05-09-2023,43655.7,4737.59,25.7
974024,9474,05-09-2024,12098.81,9292.1,38.5
403872,2733,17-12-2021,22697.18,5741.77,29.88
207273,8582,10-11-2022,18780.45,-344.84,12.69
404431,7443,09-03-2022,29731.69,-4852.8,31.53
719875,8030,09-09-2022,8478.33,318.86,28.05
845994,9713,13-07-2023,21586.39,9179.6,37.77
688417,2821,03-08-2024,32184,9283.66,12.32
515086,5525,06-06-2023,22470.16,4919.72,15.69
735475,2045,08-09-2024,27114.46,5017.22,41.64
840074,1869,26-06-2022,536.15,3700.89,1.53
144096,9322,23-01-2023,22628.6,7985.83,2.17
329888,9478,06-12-2022,36591.01,14422.68,4.39
626645,8992,09-08-2024,23120.53,2862.86,16.54
370241,1504,13-11-2021,7340.79,6950.27,19.82
271330,5990,07-03-2022,28192.98,4322.76,18.95
414721,2217,10-12-2023,21150.86,9558.43,36.15
237252,1808,21-11-2021,35579.36,1570.17,13.69
121425,5713,26-05-2022,12442.34,11263.79,28.72
794548,5240,21-10-2021,20877.01,5382.97,-2.53
494687,4999,26-01-2024,28818.44,9008.64,10.84
548693,7917,18-10-2023,24055.64,-1760.16,6.23
736170,3023,02-11-2023,33229.23,6466.17,48.05
938916,6563,03-03-2022,39021.17,4018.64,6.49
789792,8516,07-02-2024,29498.86,13735.1,33.91
145285,8968,13-02-2024,18990.83,-3954.61,41.26
755193,5990,25-10-2022,18037.59,7169.25,4.37
706559,8953,01-01-2023,436.07,5837.05,31.82
165899,3891,19-07-2023,9957.69,764.22,33.77
617743,7917,25-09-2023,26132.54,-2578.88,-1.81
886368,9981,18-12-2022,44064.56,-2117.78,38.88
117087,5511,11-01-2022,5174.57,4989.06,38.1
634655,3828,16-11-2022,15686.03,1739.2,29.26
455641,3692,18-09-2022,39812.53,-4069.59,7.22
576829,3828,25-12-2022,12664.14,10741.39,20.11
456440,5713,17-09-2022,27069.47,4613.82,8.61
978261,6318,25-12-2022,40417.38,8251.91,30.02
819348,8905,09-05-2023,32635.63,10910.18,24.11
282362,6379,25-05-2023,9863.81,4925.5,18.11
130609,1902,08-09-2023,1322.02,6031.34,1.33
413056,2288,13-03-2024,39585.72,909.73,12.3
452348,3144,17-02-2023,17783.94,6077.52,12.87
836016,5990,18-06-2022,24849.79,-2386.95,-0.16
812479,9322,20-02-2023,25350.62,14131.66,14.31
170418,2940,16-05-2022,44413.44,14463.66,29.63
495426,9128,31-10-2022,8220.05,-3448.21,34.71
272706,9470,19-02-2022,38709.69,7088.33,11.76
430120,1435,29-10-2021,33471.9,5106.05,45.69
608137,1016,23-04-2023,36595.28,12335.71,10.76
398898,4595,23-07-2023,26143.23,8539.17,48.55
637407,2049,27-01-2022,22242.6,11339.7,30.46
567370,6563,03-03-2022,9532.3,6519.12,30.76
635843,5604,13-03-2022,17792.03,1316.87,35.94
751089,9981,26-04-2022,4507.49,2850.26,23.46
620497,2937,27-04-2023,44115,8912.61,9.66
653659,6379,28-01-2023,30953.68,-2658.53,42.98
957531,7635,02-10-2021,22840.44,-3353.26,31.63
667823,3453,03-10-2021,10840.08,-3772.87,9.91
121383,1504,21-06-2022,13239.34,14622.31,34.32
701012,9128,03-09-2024,9713.8,6663.93,15.56
101668,6280,18-10-2021,22127.92,-4262.83,-2.18
104853,7264,14-10-2021,7459.77,13989.05,27.92
641070,7670,09-09-2022,31405.35,-4009.06,4.4
327902,4369,02-01-2024,42959.16,5442.15,46.81
432347,8797,31-07-2022,42359.66,11510.5,48.79
513884,5941,04-07-2022,5106.8,7185.88,-0.17
441539,8860,20-03-2024,18271.46,-2717.09,22.7
236957,6016,09-07-2022,42204.06,-2751.6,26.67
109930,2863,04-10-2022,49601.4,-3317.3,23.16
745389,6352,26-11-2021,22403.45,-3741.41,35.95
268805,1553,06-03-2024,461.34,7085.95,35.34
490880,6332,09-09-2023,17528.02,12712.33,9.92
250391,8860,15-08-2023,45924.38,13132.86,37.31
906726,5071,06-09-2024,35576.76,-1021.93,-2.78
625725,3264,23-08-2024,49970.33,12571.75,28.86
233968,6937,19-03-2022,5776.59,8155.23,29.85
759485,6880,26-07-2024,30314.98,2175,18.29
607283,7120,29-04-2023,6890.64,-3798.01,15.29
882576,6229,28-11-2023,45766.37,8471.29,6.45
380284,8622,22-06-2022,34337.46,8038.46,34.94
131623,6371,30-01-2022,40175.13,1390.47,49.58
784190,2929,21-07-2023,42024.64,11779.98,47.13
296864,4950,05-01-2024,29937.24,10117.59,38.73
378098,8483,15-05-2022,22185.76,3624.29,-0.24
333354,2330,07-08-2023,12798.13,230.86,40.13
554314,6205,22-06-2024,26690.47,14648.85,11.1
464101,7917,03-03-2023,3593.11,9000.92,41
257331,6685,21-09-2023,22711.06,-3011.04,26.23
609659,5068,15-03-2024,40920.19,-1691.1,20.43
252736,7771,03-05-2022,24750.28,-101.62,10.9
156844,8773,11-11-2022,16534.77,6907.92,20.55
125610,4127,01-11-2021,14501.24,8225.42,0.36
346023,6115,31-10-2023,48203.06,10541.4,47.62
836267,8905,04-12-2023,45655.19,12504.94,44.17
374279,1504,04-03-2022,17482.02,1201.87,-2.35
815612,8357,13-01-2022,32389.95,7736.41,47.67
828745,2693,15-10-2023,44870.08,9579.41,38.91
601878,2929,18-09-2023,4822.46,2723.24,17.72
651367,9128,08-10-2023,35575.35,5117.94,8.72
549709,1060,11-08-2024,774.06,7986.76,19.09
642003,5882,14-03-2022,15653.81,14302.41,10.98
713827,9474,13-11-2022,27919.36,-1518.39,24.16
374447,9317,12-12-2021,34390.56,-2129.22,1.46
879121,3692,18-12-2021,49018.92,12117.51,49.05
420714,1008,05-09-2023,36014.95,-4803.36,7.47
184667,3593,06-07-2023,11562.02,8647.83,39.52
663580,1977,15-02-2024,8348.59,5836.13,13.1
344750,5988,14-09-2023,20921.57,2782.64,12
970112,7165,22-02-2022,4623.12,-2145.36,43.41
234049,9004,12-04-2023,13063.09,10381.29,37.1
999453,6205,26-08-2023,43272.17,2394.6,-0.63
506793,4224,16-11-2023,41436.55,-2563.69,48.62
180774,8513,14-02-2024,45880.47,3343.22,44.8
514290,9731,18-08-2023,15291.07,8113.64,49.64
396363,1213,13-12-2023,426.5,-582.2,20.2
574257,3308,07-04-2022,47664.59,-862.54,33.47
739424,5192,01-05-2024,24403.47,-3953.79,25.69
619968,8011,30-12-2023,27064.37,2450.08,6.28
566765,6023,27-01-2022,201.22,5428.82,5.3
253439,6205,06-09-2024,20727.75,8493.68,49.74
594952,1308,11-09-2022,38567.73,12701.34,43.75
607251,7530,21-09-2023,7529.99,-86.9,40.81
482094,6016,24-03-2024,12555.08,8811.8,27.21
194576,7223,30-03-2024,21321.98,11123.39,7.29
296500,3144,02-11-2021,24144.49,1633.76,18.75
375322,7223,17-05-2024,25126.55,-4405.61,38.16
190538,5004,01-03-2024,8534.86,10829.07,21.75
311294,3828,14-07-2024,665.54,-1874.46,27.45
602453,1880,11-10-2023,37763.76,4595.82,8.53
338512,9951,25-07-2022,1796.14,3585.66,25.77
248316,8462,15-04-2022,24547.55,14758.63,25.43
636910,7403,31-05-2022,8916.26,11822.51,40.06
587505,4241,29-11-2023,10918.18,886.62,10.34
946973,4399,04-02-2022,39707.33,-89.7,22.28
168444,4002,24-03-2023,15319.59,11581.68,2.01
750609,7898,22-07-2022,49674.13,14154.34,41.83
150267,4363,30-04-2023,36450.06,8597.38,18.92
604006,7264,15-11-2022,6016.48,10759.93,24.43
357774,8513,18-02-2022,10660.72,4593.41,-0.91
805644,6663,09-12-2023,45602.07,680.87,12.5
852384,2330,16-10-2021,17305.74,-3831.49,29.67
374685,7166,19-03-2022,26954.41,6214.36,16.51
191516,2640,10-06-2024,44312.25,2452.67,13.87
393047,2426,14-04-2024,20110.31,-2820.21,29.24
966921,8483,07-05-2024,12845.58,-2633.37,12.81
903442,8800,02-07-2022,46011.46,758.65,8.78
575464,4369,27-10-2022,22251.86,482.73,31.41
331289,2579,31-05-2024,17822.45,14605.74,-3.49
605395,5957,25-04-2023,12204.17,-243.98,0.81
399612,9435,25-07-2024,10324.94,3798.54,10.04
142241,4597,06-02-2022,30318.58,14244.65,41.07
820955,8011,30-08-2024,45947.9,8728.9,1.7
336562,4346,06-03-2022,38849.74,2462.9,34.96
141973,5853,01-11-2021,31435.4,8407.64,13.8
732038,7439,31-07-2024,39115.11,3444.3,2.68
786648,9327,12-06-2023,123.75,5962.18,48.13
195941,3050,19-06-2022,49472.57,3233.12,9.64
257432,1286,13-12-2023,34315.65,9894.84,38.58
631465,1833,22-03-2023,33678.65,891.48,46.35
798826,9060,02-08-2022,985.51,10366.66,10.78
365768,7225,17-11-2023,37393.96,-874.01,2.38
278401,9225,06-12-2022,5380.45,-1937.53,43.64
334541,3703,16-02-2024,49608.63,-2955.31,48.08
974529,1537,20-07-2022,22725.13,7338.07,33.21
568896,3934,29-07-2022,19202.15,10295.24,48.49
305742,8460,31-03-2024,31296.21,10280.1,33.41
152664,1902,02-04-2022,35944.13,-3118.27,30.91
247632,1768,18-04-2022,32112.58,742.7,27.66
972987,2640,30-12-2022,31213.46,4003.38,21.01
690502,2215,25-04-2023,47371.23,-1052.38,5.31
811339,8030,27-02-2022,20291.01,7466.27,41.97
610941,9055,08-04-2024,5874.16,10091.34,39.71
729330,6821,04-09-2023,8952,5446.92,6.05
419704,2556,06-04-2023,22959.99,-1474.66,9.48
144181,4100,21-07-2022,39569.6,8597.22,-4.38
261349,1376,19-07-2023,36267.3,5398.81,18.86
671660,4968,06-06-2022,49303.68,979.95,28.04
273919,6539,13-03-2024,1774.32,7545.9,-0.06
380244,8740,21-12-2023,42975.1,12068.34,7.95
487841,5019,26-12-2023,43238.37,5348.31,-3.7
171834,2991,13-07-2022,6111.26,8300.43,28.03
257000,1504,13-09-2022,19682.78,12854.36,14.49
359837,8166,30-03-2024,30299.32,-498.88,26.85
465501,5916,26-05-2024,14866.37,10706.56,18.89
766654,9713,23-10-2021,700.9,8699.4,17.54
645164,6379,22-07-2024,37617.36,9006.63,24.22
442807,1926,01-03-2022,27997.76,11606.92,30.7
794776,1286,14-12-2022,19446.99,-2806.6,36.11
780405,8513,11-01-2023,26306.89,8063,7.28
431518,4309,11-08-2024,4183.04,8419.1,16.44
922605,3891,10-11-2022,15261.78,7182.16,-3.78
631762,1103,18-11-2022,44317.27,-2819.85,44.75
749469,6379,14-09-2023,8840.04,3875.39,24.85
683805,3194,12-11-2021,13577.18,8396,-2.4
338904,4224,23-02-2023,25544.67,-4671.66,47.42
603912,7530,23-09-2024,5144.54,1757.54,27.67
437586,5988,31-10-2022,15405.35,13532.77,31.79
602336,2868,05-06-2022,23123.61,11256.07,4.64
680684,6690,12-02-2022,37318.68,13826.35,34.32
724172,5705,21-04-2022,4656.58,1743.74,0.55
761758,1947,27-08-2024,28986.58,2682.07,36.73
513490,6205,17-06-2022,47599.27,2657.2,9.8
699371,5157,21-06-2023,9728.6,6619.38,11.88
700205,2982,25-07-2022,46164.31,-2989.27,16.05
420324,7036,11-08-2022,48192.34,2596.89,41.17
937198,1479,13-01-2024,40037.77,919.43,41.42
292824,3292,24-02-2022,3032.94,12600.95,9.83
777497,6476,21-01-2024,13620.94,13295.75,0
842448,8462,09-10-2022,3564.03,2490.02,20.74
113333,9248,25-01-2022,12612.21,1919.2,44.06
488251,4363,24-03-2023,17469.2,-1143.23,13.6
143269,8773,11-05-2022,20109.18,1058.53,11.97
415924,8350,28-09-2021,33271.58,-4926.64,22.86
278409,1396,28-12-2021,15862.98,3633.91,26.05
336391,8357,08-02-2022,8411.33,13777.3,36.93
861513,2982,06-06-2023,43106.62,14948.11,46.99
429390,2982,19-12-2023,48554.97,-3528.2,27.21
829836,3891,11-02-2024,30853.71,14506.77,15.9
727812,9787,12-10-2021,27926.58,-988.76,22.02
158540,7166,02-08-2022,49544.22,-2825.33,49.22
890765,4432,30-12-2022,6044.95,4774.89,16.05
626582,6965,12-04-2024,8178.65,10450.22,12.12
494445,8725,28-04-2024,14811.99,11153.29,1.46
969885,2450,11-02-2022,32663.85,6731.28,11.17
759464,1176,21-04-2023,19128.68,12803.47,5.8
431261,9197,10-10-2021,49398.94,9074.49,6.1
375068,7152,16-01-2023,6330.92,3733.37,19.3
250394,2672,23-01-2023,16159.87,3128.39,27.24
863341,1213,04-10-2022,40824.48,14702.32,39.87
607242,3703,09-08-2024,22072.5,-240.29,5.61
156738,4237,01-04-2024,18417.46,-1474.36,9.01
316464,6080,05-01-2022,4390.34,-288.73,6.56
875033,5288,08-05-2023,49780.2,906.28,48.78
503240,2398,14-07-2022,10780.52,12272.06,32.36
913822,3319,09-05-2023,24291.83,10442.83,-1.3
953465,3326,20-10-2023,32203.56,90.4,38.29
460627,6115,29-10-2023,16726.78,-4508.1,-2.66
305856,2213,24-03-2022,47963.15,9455.14,28.45
379529,8130,08-06-2023,40906.14,-1456.07,10.61
330022,6969,29-07-2023,17341.01,-2538.27,-2.91
795733,7330,29-11-2023,33059.5,7887.81,49.5
337324,7732,24-02-2022,11219.84,2140.36,48.18
788962,2579,01-02-2022,6985.35,-2227.58,6.35
798202,9004,31-07-2022,12889.64,13014.16,47.73
586660,2085,25-08-2022,40397.99,6982.27,6.58
